TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary
2043,Meka #2043,Blood Red,Gādian,GAI Jingasa H1,White Square,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,4.0,,,
2044,Meka #2044,Red,OG Meka,OG Quartz Trooper,OG Rose E1,OG Pain,OG Trooper S2,OG Squadron 3,OG Trooper C1,4.0,,,
2045,Meka #2045,,F9,F9 Ronin H2,F9 Green E4,F9 Assault,F9 Assault,F9 Jingasa A2,F9 Bastion C1,0.0,,Siberie,
2046,Meka #2046,Red,Mirage,MI Racer,MI Aqua Eye,MI Radar M1,MI Racer W2,MI Racer A1,MI Racer C1,4.0,,,
2047,Meka #2047,Dark Grey,OG Meka,OG Darya Elite,OG White E13,OG Last Breath,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
2048,Meka #2048,Red,F9,F9 Loop,F9 Green E21,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,GAI Katana,,
2049,Meka #2049,Blue Grey,Gādian,GAI Jingasa H1,Pink Circle,GAI Jingasa M1,Brachyura,GAI Sōhei A1,GAI Jingasa C1,3.0,,,
2050,Meka #2050,Blurple,OG Meka,OG Darya Master,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C2,3.0,,,
2051,Meka #2051,Aqua Lite,OG Meka,OG Radiant Trooper,OG Violet E1,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
2052,Meka #2052,Pastel Blue,F9,F9 Assault Spikes,F9 Green E4,F9 Assault,F9 Aura J-0,F9 Samourai A1,F9 Bastion C1,3.0,,,
2053,Meka #2053,Blurple,OG Meka,OG Radiant Trooper,OG Red E0,OG Sphere,OG Assault jaw,OG Trooper A1,OG Trooper C1,4.0,,,
2054,Meka #2054,Red,Mirage,MI Racer,MI Aqua Eye,MI Racer M2,MI Racer W2,MI Racer A1,MI Racer C1,4.0,MI Ray guns,,
2055,Meka #2055,Dark Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Sphere,OG Sabotage S3,OG Trooper A2,OG Heavy C1,4.0,,,
2056,Meka #2056,Pink,OG Meka,OG Darya Heavy,OG Green E7,OG Trooper M2,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,OG Smiley K1,,
2057,Meka #2057,,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Heavy C1,0.0,OG Dawn Sword,Siberie,
2058,Meka #2058,,OG Meka,OG Darya Elite,OG Rose E1,OG Mantis,OG Trooper S1,OG Squadron 3,OG Trooper C1,0.0,OG Dawn Sword,Camo blue,
2059,Meka #2059,Red,OG Meka,OG Quartz Heavy,OG White E13,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,,
2060,Meka #2060,Aqua Lite,Gādian,GAI Jingasa H1,Cyan Square,GAI Bastion M1,Bastion J2,GAI Sōhei A1,GAI Sōhei C1,4.0,,,
2061,Meka #2061,Blue Grey,Mirage,MI Radar,MI Aqua Eye,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,3.0,,,
2062,Meka #2062,Aqua Lite,OG Meka,OG Darya Heavy,OG Blue E4,OG Filter,OG Trooper S1,OG Trooper A2,OG Heavy C2,4.0,OG Gatling Gun,,
2063,Meka #2063,Aqua Lite,F9,F9 Ronin H1,F9 Green E7,F9 Assault,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,GAI Enten,,
2064,Meka #2064,Red,OG Meka,OG Delta Elite,OG Blue E4,OG Knight,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
2065,Meka #2065,Blue Grey,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI WS-1,MI Radar A1,MI Racer C1,3.0,,,
2066,Meka #2066,Red,Mirage,MI Sonar,MI Pink Visor,MI Salamender,MI Racer W1,MI Racer A1,MI Racer C1,3.0,,,
2067,Meka #2067,Sky Blue,F9,F9 Spikes,F9 White E0,F9 Monkey,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,,,
2068,Meka #2068,Pink,OG Meka,OG Radiant Elite,OG Rose E1,OG Trooper M1,OG Rocket jaw,OG Squadron 3,OG Trooper C1,4.0,,Silver Helmet,
2069,Meka #2069,,OG Meka,OG Delta Elite,OG Rose E1,OG Last Breath,OG Trooper S2,OG Solid Tank,OG Heavy C1,0.0,,Camo green,
2070,Meka #2070,Pink,Gādian,GAI Janjin H1,Pink Circle,GAI Ukiyo-E,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
2071,Meka #2071,Camo Green,OG Meka,OG Radiant Trooper,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C2,3.0,,,
2072,Meka #2072,Pink,OG Meka,OG Darya Trooper,OG Blue E4,OG Heavy,OG Assault jaw,OG Solid Tank,OG Trooper C1,2.0,,,
2073,Meka #2073,,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI WS-2,MI Radar A1,MI Sonic C1,0.0,,Camo green,
2074,Meka #2074,Red,OG Meka,OG Oblong Elite,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C2,3.0,OG Dawn Sword,,
2075,Meka #2075,Blurple,F9,F9 Loop,F9 Green E21,F9 Jingasa M2,F9 Brackyura,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Katana,,
2076,Meka #2076,Blurple,Mirage,MI Radar,MI Pink Visor,MI Radar M1,MI Radar W1,MI Racer A1,MI Racer C1,4.0,,,
2077,Meka #2077,Blood Red,F9,F9 Kagen,F9 Green E4,F9 Assault,F9 Aura J-0,F9 Jingasa A2,F9 Fortress C1,3.0,,,
2078,Meka #2078,Red,OG Meka,OG Radiant Elite,OG Rose E1,OG Monkey R-7,OG Rocket jaw,OG Squadron 3,OG Heavy C1,2.0,,,
2079,Meka #2079,Blood Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,3.0,,,
2080,Meka #2080,Light Green,Gādian,GAI Janjin H1,Pink Circle,GAI Jingasa M2,Bastion J1,GAI Youma,GAI Sōhei C1,3.0,,,
2081,Meka #2081,Orange,OG Meka,OG Quartz Trooper,OG Red E0,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Heavy C1,3.0,OG Smiley K1,Silver Weapon,
2082,Meka #2082,Blood Red,F9,F9 Loop,F9 Green E4,F9 Heavy,F9 Assault,F9 Samourai A1,F9 Fortress C1,4.0,,,
2083,Meka #2083,Red,OG Meka,OG Radiant Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
2084,Meka #2084,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Knight,OG Sabotage S3,OG Trooper A2,OG Trooper C1,4.0,,,
2085,Meka #2085,Red,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Youma,GAI Jingasa C1,3.0,,,
2086,Meka #2086,Orange,Mirage,MI Radar,MI White Visor,MI Falcon M0,MI Racer W2,MI Radar A1,MI Racer C1,3.0,MI Rockets X,,
2087,Meka #2087,Pastel Blue,Mirage,MI SB-4,MI Aqua Eye,MI Racer M1,MI WS-1,MI Racer A2,MI Racer C2,3.0,,,
2088,Meka #2088,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Sphere,OG Assault jaw,OG Trooper A1,OG Trooper C2,4.0,,,
2089,Meka #2089,Aqua Lite,OG Meka,OG Radiant Trooper,OG Violet E1,OG Knight,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
2090,Meka #2090,Blood Red,OG Meka,OG Delta Heavy,OG Rose E1,OG Mantis,OG Trooper S2,OG Trooper A1,OG Trooper C1,5.0,,,
2091,Meka #2091,,OG Meka,OG Rombus Elite,OG Rose E1,OG Sphere,OG Assault jaw,OG Trooper A2,OG Trooper C2,0.0,,Siberie,
2092,Meka #2092,Dark Grey,Gādian,GAI Jingasa H2,White Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
2093,Meka #2093,Light Green,Mirage,MI Racer,MI Pink Visor,MI Kaiman,MI Racer W1,MI Racer A1,MI Radar C1,3.0,,,
2094,Meka #2094,Camo Green,OG Meka,OG Rombus Trooper,OG Rose E1,OG Knight,OG Assault jaw,OG Trooper A2,OG Trooper C2,3.0,,,
2095,Meka #2095,Pastel Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Filter,OG Trooper S1,OG Squadron 3,OG Trooper C1,3.0,,,
2096,Meka #2096,Aqua Lite,Mirage,MI Radar,MI White Visor,MI Racer M2,MI Sonic J2,MI Radar A1,MI Racer C1,4.0,,,
2097,Meka #2097,Blood Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Racer A2,MI Racer C1,4.0,,,
2098,Meka #2098,Sky Blue,F9,F9 Ronin H1,F9 Red E21,F9 Bastion M1,F9 Aura J-0,F9 Jingasa A1,F9 Bastion C1,4.0,,,
2099,Meka #2099,Blue Grey,Mirage,MI Falcon H0,MI Pink Visor,MI Sonic M1,MI WS-2,MI Racer A2,MI Racer C1,2.0,,,
2100,Meka #2100,Pastel Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
2101,Meka #2101,Red,OG Meka,OG Delta Heavy,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C2,2.0,,,
2102,Meka #2102,Orange,OG Meka,OG Delta Trooper,OG Rose E1,OG Pain,OG Sabotage S7,OG Squadron 4,OG Trooper C1,5.0,,,
2103,Meka #2103,Blue Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A2,MI Racer C1,3.0,MI Ray guns,,
2104,Meka #2104,Aqua Lite,OG Meka,OG Darya Master,OG Violet E1,OG Pain,OG Trooper S2,OG Squadron 3,OG Trooper C1,4.0,,,
2105,Meka #2105,Orange,OG Meka,OG Delta Elite,OG Green E7,OG Filter,OG Sabotage S7,OG Trooper A2,OG Heavy C1,4.0,OG Dawn Sword,,
2106,Meka #2106,Pastel Blue,OG Meka,OG Rombus Elite,OG Green E21,OG Knight,OG Rocket jaw,OG Solid Tank,OG Heavy C1,4.0,,,
2107,Meka #2107,Red,OG Meka,OG Radiant Trooper,OG Pink E0,OG Filter,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
2108,Meka #2108,Blurple,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Sonic J2,MI Racer A1,MI Racer C1,4.0,,,
2109,Meka #2109,Dark Grey,OG Meka,OG Delta Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Solid Tank,OG Heavy C1,4.0,OG Solid Blade,,
2110,Meka #2110,Red,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Trooper C1,3.0,,,
2111,Meka #2111,Red,Mirage,MI Eagle,MI Aqua Eye,MI Racer M2,MI Racer W1,MI Racer A1,MI Racer C1,3.0,,,
2112,Meka #2112,Blurple,F9,F9 Spikes,F9 Green E4,F9 Assault,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,GAI Kochi,,
2113,Meka #2113,Dark Grey,OG Meka,OG Delta Elite,OG Red E0,OG Filter,OG Trooper S1,OG Metal spike,OG Heavy C1,3.0,,,
2114,Meka #2114,Pastel Blue,OG Meka,OG Delta Trooper,OG Green E21,OG Trooper M1,OG Sabotage S7,OG Trooper A1,OG Trooper C1,3.0,,,
2115,Meka #2115,Orange,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Radar A1,MI Sonic C1,3.0,MI Rockets X,,
2116,Meka #2116,Light Green,F9,F9 Spikes,F9 Green E4,F9 Assault,F9 Assault,F9 Bastion,F9 Bastion C1,2.0,,,
2117,Meka #2117,Red,Mirage,MI Radar,MI Aqua Eye,MI Sonic M1,MI Sonar J2,MI Racer A2,MI Racer C1,2.0,,,
2118,Meka #2118,Blurple,Gādian,GAI Jingasa H1,White Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,4.0,,,
2119,Meka #2119,Camo Green,Mirage,MI Racer,MI Pink Visor,MI Radar M1,MI Racer W1,MI Racer A1,MI Racer C2,3.0,,,
2120,Meka #2120,,F9,F9 Ronin H1,F9 Green E7,F9 Knight,F9 Assault,F9 Jingasa A2,F9 Fortress C2,0.0,GAI Gento,Fire,
2121,Meka #2121,Orange,OG Meka,OG Quartz Trooper,OG Rose E1,OG Monkey R-9,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
2122,Meka #2122,,F9,F9 Ronin H2,F9 Green E4,F9Youma,F9 Assault,F9 Bastion,F9 Bastion C1,0.0,,Camo green,
2123,Meka #2123,White,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI Radar W1,MI Racer A1,MI Racer C1,2.0,,,
2124,Meka #2124,Pastel Blue,Mirage,MI Racer H2,MI Pink Visor,MI Falcon M0,MI Sonic J1,MI Racer A2,MI Racer C1,3.0,,,
2125,Meka #2125,,OG Meka,OG Oblong Elite,OG Violet E1,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Trooper C1,0.0,,Siberie,
2126,Meka #2126,,OG Meka,OG Quartz Heavy,OG Green E7,OG Last Breath,OG Trooper S1,OG Trooper A2,OG Trooper C1,0.0,OG Solid Blade,Carbon,
2127,Meka #2127,,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Radar A1,MI Radar C1,0.0,MI Rockets X,Camo blue,
2128,Meka #2128,,F9,F9 Ronin H1,F9 Green E7,F9 Assault,F9 Assault,F9 Jingasa A2,F9 Bastion C1,0.0,,Camo green,
2129,Meka #2129,Sky Blue,Mirage,MI Racer H2,MI Pink Visor,MI Radar M1,MI Racer W1,MI Racer A1,MI Racer C2,3.0,,,
2130,Meka #2130,Pastel Blue,OG Meka,OG Rombus Elite,OG Green E7,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Heavy C1,2.0,,,
2131,Meka #2131,Orange,F9,F9 Loop,F9 White E0,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,,,
2132,Meka #2132,Sky Blue,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI WS-1,MI Sonic A1,MI Racer C1,5.0,,,
2133,Meka #2133,Pastel Blue,OG Meka,OG Oblong Elite,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C1,3.0,,,
2134,Meka #2134,Camo Green,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Radar A1,MI Racer C1,3.0,,,
2135,Meka #2135,Pastel Blue,OG Meka,OG Quartz Heavy,OG Green E21,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,Silver Helmet,
2136,Meka #2136,Blue Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C2,3.0,,,
2137,Meka #2137,Orange,Mirage,MI Sonar,MI White Visor,MI Kaiman,MI Racer W1,MI Racer A1,MI Racer C1,4.0,,,
2138,Meka #2138,Blood Red,OG Meka,OG Darya Master,OG Blue E4,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
2139,Meka #2139,Grey,F9,F9 Spikes,F9 Green E4,F9 Assault,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,,,
2140,Meka #2140,Camo Green,OG Meka,OG Oblong Elite,OG Blue E4,OG Trooper M1,OG Sabotage S7,OG Squadron 3,OG Trooper C2,2.0,,,
2141,Meka #2141,Blood Red,OG Meka,OG Delta Trooper,OG Violet E1,OG Mantis,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
2142,Meka #2142,Aqua Lite,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Rocket jaw,OG Trooper A2,OG Trooper C1,4.0,,,
2143,Meka #2143,Aqua Lite,OG Meka,OG Darya Heavy,OG Rose E1,OG Trooper M2,OG Rocket jaw,OG Solid Tank,OG Trooper C1,4.0,,,
2144,Meka #2144,Aqua Lite,OG Meka,OG Delta Heavy,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C1,3.0,,,
2145,Meka #2145,Red,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Assault jaw,OG Squadron 4,OG Trooper C1,3.0,OG Solid Blade x2,,
2146,Meka #2146,Red,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,Silver Helmet,
2147,Meka #2147,Dark Grey,OG Meka,OG Delta Heavy,OG Green E21,OG Pain,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
2148,Meka #2148,Blurple,Mirage,MI Racer,MI Aqua Eye,MI Sonic M1,MI Radar W1,MI Racer A1,MI Racer C2,4.0,,,
2149,Meka #2149,Aqua Lite,OG Meka,OG Delta Elite,OG Rose E1,OG Monkey R-9,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,,
2150,Meka #2150,Grey,OG Meka,OG Radiant Trooper,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Trooper A1,OG Trooper C1,3.0,,,
2151,Meka #2151,Sky Blue,Gādian,GAI Bastion,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,4.0,,,
2152,Meka #2152,Blurple,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Yasuke,GAI Sōhei C1,4.0,,,
2153,Meka #2153,Pastel Blue,OG Meka,OG Darya Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Squadron 4,OG Trooper C1,2.0,,,
2154,Meka #2154,Pink,Gādian,GAI Bastion,Red Hexa,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,3.0,,,
2155,Meka #2155,Camo Green,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,2.0,OG Plasma Ray,,
2156,Meka #2156,Blurple,Gādian,GAI Janjin H1,Red Square,GAI Bastion M1,Bastion J1,GAI Jingasa A2,GAI Sōhei C2,4.0,,,
2157,Meka #2157,Dark Grey,Mirage,MI Radar,MI Pink Visor,MI Kaiman,MI Racer W2,MI Radar A1,MI Racer C1,3.0,,,
2158,Meka #2158,Sky Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,5.0,,,
2159,Meka #2159,Blue Grey,OG Meka,OG Delta Trooper,OG Green E21,OG Heavy,OG Trooper S1,OG Solid Tank,OG Trooper C1,3.0,OG Dawn Sword,Silver Weapon,
2160,Meka #2160,Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Radar W1,MI Radar A1,MI Racer C1,4.0,,,
2161,Meka #2161,Blood Red,OG Meka,OG Quartz Heavy,OG Rose E1,OG Mantis,OG Trooper S1,OG Solid Tank,OG Heavy C2,3.0,,,
2162,Meka #2162,Aqua Lite,F9,F9 Spikes,F9 Green E7,F9 Monkey,F9 Brackyura,F9 Bastion,F9 Fortress C2,3.0,,,
2163,Meka #2163,Sky Blue,OG Meka,OG Darya Heavy,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
2164,Meka #2164,Aqua Lite,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M1,Bastion J2,GAI Sōhei A1,GAI Jingasa C1,3.0,,,
2165,Meka #2165,Red,OG Meka,OG Quartz Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C2,3.0,,,
2166,Meka #2166,Red,OG Meka,OG Delta Trooper,OG Pink E0,OG Trooper M1,OG Sabotage S3,OG Trooper A1,OG Heavy C1,3.0,,,
2167,Meka #2167,Orange,OG Meka,OG Delta Trooper,OG Rose E1,OG Last Breath,OG Trooper S2,OG Squadron 3,OG Trooper C1,4.0,,,
2168,Meka #2168,Blurple,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A2,MI Racer C2,4.0,MI Ray guns,,
2169,Meka #2169,Red,OG Meka,OG Rombus Heavy,OG Red E0,OG Trooper M1,OG Sabotage S3,OG Trooper A2,OG Trooper C1,3.0,,,
2170,Meka #2170,Dark Brown,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,2.0,,,
2171,Meka #2171,Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
2172,Meka #2172,Red,OG Meka,OG Radiant Trooper,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Squadron 3,OG Trooper C1,3.0,,,
2173,Meka #2173,Orange,Gādian,GAI Youma H2,Pink Delta,GAI Youma,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,Silver Helmet,
2174,Meka #2174,,F9,F9 Ronin H2,F9 Green E7,F9 Bastion M1,F9 Assault,F9 Jingasa A2,F9 Bastion C1,0.0,GAI Kochi x2,Camo green,
2175,Meka #2175,Red,OG Meka,OG Rombus Elite,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C1,3.0,,,
2176,Meka #2176,Blood Red,OG Meka,OG Quartz Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C2,4.0,,,
2177,Meka #2177,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Filter,OG Sabotage S3,OG Squadron 4,OG Trooper C1,4.0,OG Thunder Gun,,
2178,Meka #2178,Red,F9,F9 Loop,F9 Green E7,F9 Bastion M1,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,,,
2179,Meka #2179,Red,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Storm,MI Racer A2,MI Racer C1,3.0,Mi Spectral blade,,
2180,Meka #2180,Red,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Racer W1,MI Radar A1,MI Racer C1,3.0,MI Rockets X,,
2181,Meka #2181,Pink,F9,F9 Spikes,F9 Green E4,F9 Jingasa M2,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,,,
2182,Meka #2182,,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M2,MI WS-1,MI Radar A1,MI Radar C1,0.0,,Carbon,
2183,Meka #2183,Blood Red,Gādian,GAI Tetra H1,Red Square,GAI Ukiyo-E,GAI Jingasa J1,GAI Jingasa A2,GAI Youma,4.0,GAI Katana,,
2184,Meka #2184,,OG Meka,OG Delta Elite,OG Pink E0,OG Monkey R-9,OG Trooper S1,OG Trooper A2,OG Trooper C2,0.0,,Fire,
2185,Meka #2185,Blurple,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Trooper A2,OG Trooper C2,3.0,,,
2186,Meka #2186,Red,F9,F9 Loop,F9 Green E7,F9 Heavy,F9 Brackyura,F9 Bastion,F9 Fortress C1,3.0,GAI Katana,,
2187,Meka #2187,,OG Meka,OG Darya Elite,OG Violet E1,OG Heavy,OG Sabotage S3,OG Solid Tank,OG Trooper C1,0.0,OG Dawn Sword,Fire,
2188,Meka #2188,,OG Meka,OG Delta Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Solid Tank,OG Trooper C1,0.0,,Camo green,
2189,Meka #2189,Blood Red,OG Meka,OG Quartz Master,OG Rose E1,OG Trooper M2,OG Sabotage S3,OG Squadron 4,OG Trooper C1,4.0,,,
2190,Meka #2190,Dark Grey,OG Meka,OG Darya Master,OG White E13,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,Silver Helmet,
2191,Meka #2191,Blood Red,Gādian,GAI Jingasa H2,White Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Youma,4.0,GAI Enten,Gold Weapon,
2192,Meka #2192,Pink,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Trooper A2,OG Trooper C1,4.0,,,
2193,Meka #2193,Red,Mirage,MI Racer,MI Pink Visor,MI Radar M1,MI Radar W1,MI Radar A1,MI Racer C1,4.0,,,
2194,Meka #2194,,F9,F9 Ronin H1,F9 Red E3,F9Youma,F9 Aura J-0,F9 Samourai A0,F9 Bastion C1,0.0,,Carbon,
2195,Meka #2195,Red,Mirage,MI Radar,MI White Visor,MI Sonic M1,MI Sonic J2,MI Racer A2,MI Racer C1,3.0,,,
2196,Meka #2196,Light Green,OG Meka,OG Delta Heavy,OG Pink E0,OG Mantis,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
2197,Meka #2197,Blue Grey,Gādian,GAI Jingasa H2,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,3.0,,,
2198,Meka #2198,Aqua Lite,Gādian,GAI Jingasa H1,Pink Circle,GAI Youma,GAI Jingasa J1,GAI Yasuke,GAI Sōhei C1,4.0,,,
2199,Meka #2199,Pink,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Sonic J2,MI Racer A2,MI Radar C1,3.0,,,
2200,Meka #2200,Pink,Gādian,GAI Bastion,White Square,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,4.0,,,
2201,Meka #2201,Light Green,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Trooper A2,OG Heavy C1,3.0,,,
2202,Meka #2202,Blood Red,OG Meka,OG Rombus Heavy,OG Rose E1,OG Heavy,OG Assault jaw,OG Trooper A1,OG Trooper C1,3.0,,,
2203,Meka #2203,,OG Meka,OG Quartz Heavy,OG Violet E1,OG Filter,OG Assault jaw,OG Metal spike,OG Trooper C1,0.0,,Camo green,
2204,Meka #2204,Pink,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Heavy C1,4.0,,,
2205,Meka #2205,Light Green,OG Meka,OG Quartz Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Solid Tank,OG Heavy C1,3.0,,,
2206,Meka #2206,Pastel Blue,F9,F9 Ronin H1,F9 Red E3,F9 Knight,F9 Assault,F9 Jingasa A1,F9 Fortress C2,3.0,,,
2207,Meka #2207,Red,F9,F9 Ronin H2,F9 Green E4,F9 Bastion M2,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,,,
2208,Meka #2208,Blurple,OG Meka,OG Delta Trooper,OG Blue E4,OG Trooper M2,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
2209,Meka #2209,Sky Blue,OG Meka,OG Delta Elite,OG Red E0,OG Knight,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
2210,Meka #2210,Blue Grey,F9,F9 Ronin H2,F9 Red E21,F9 Heavy,F9 Assault,F9 Samourai A1,F9 Bastion C1,3.0,,,
2211,Meka #2211,Pink,Mirage,MI Racer,MI Pink Visor,MI Falcon M0,MI Radar W1,MI Racer A2,MI Racer C1,4.0,,,
2212,Meka #2212,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
